true ; 2 ; 40 ; 2655900.0 ; 21 ; 39 ; 2844900.0 ; 27 ; 40 ; 2655900.0
true ; 1 ; 23 ; 560800.0 ; 40 ; 23 ; 560800.0 ; 8 ; 24 ; 450300.0
true ; 1 ; 23 ; 531200.0 ; 40 ; 23 ; 531200.0 ; 8 ; 24 ; 400200.0
true ; 1 ; 43 ; 1746700.0 ; 27 ; 43 ; 1746700.0 ; 21 ; 41 ; 841600.0
true ; 2 ; 32 ; 536700.0 ; 16 ; 35 ; 1162400.0 ; 32 ; 32 ; 536700.0
true ; 1 ; 23 ; 530800.0 ; 40 ; 23 ; 530800.0 ; 8 ; 24 ; 351500.0
true ; 2 ; 40 ; 755200.0 ; 21 ; 39 ; 1192100.0 ; 27 ; 40 ; 755200.0
true ; 1 ; 43 ; 1633500.0 ; 27 ; 43 ; 1633500.0 ; 21 ; 41 ; 795500.0
true ; 2 ; 32 ; 500300.0 ; 16 ; 35 ; 1020600.0 ; 32 ; 32 ; 500300.0
true ; 1 ; 23 ; 521900.0 ; 40 ; 23 ; 521900.0 ; 8 ; 24 ; 349400.0
true ; 1 ; 43 ; 1630500.0 ; 27 ; 43 ; 1630500.0 ; 21 ; 41 ; 805000.0
true ; 1 ; 23 ; 521800.0 ; 40 ; 23 ; 521800.0 ; 8 ; 24 ; 341000.0
true ; 1 ; 32 ; 1132200.0 ; 30 ; 32 ; 1132200.0 ; 18 ; 33 ; 543700.0
true ; 2 ; 32 ; 517200.0 ; 16 ; 35 ; 7305700.0 ; 32 ; 32 ; 517200.0
true ; 1 ; 32 ; 1112500.0 ; 30 ; 32 ; 1112500.0 ; 18 ; 33 ; 623700.0
true ; 2 ; 40 ; 704800.0 ; 21 ; 39 ; 1233400.0 ; 27 ; 40 ; 704800.0
true ; 1 ; 23 ; 534400.0 ; 40 ; 23 ; 534400.0 ; 8 ; 24 ; 360500.0
true ; 1 ; 43 ; 1624300.0 ; 27 ; 43 ; 1624300.0 ; 21 ; 41 ; 791400.0
true ; 2 ; 32 ; 561200.0 ; 16 ; 36 ; 1506800.0 ; 32 ; 32 ; 561200.0
true ; 2 ; 32 ; 557900.0 ; 16 ; 35 ; 1114400.0 ; 32 ; 32 ; 557900.0
true ; 2 ; 40 ; 696700.0 ; 21 ; 39 ; 1179000.0 ; 27 ; 40 ; 696700.0
true ; 1 ; 23 ; 518000.0 ; 40 ; 23 ; 518000.0 ; 8 ; 24 ; 352100.0
true ; 1 ; 32 ; 1111000.0 ; 30 ; 32 ; 1111000.0 ; 18 ; 33 ; 547300.0
true ; 2 ; 32 ; 526700.0 ; 16 ; 35 ; 1017500.0 ; 32 ; 32 ; 526700.0
true ; 2 ; 32 ; 546400.0 ; 16 ; 36 ; 1419900.0 ; 32 ; 32 ; 546400.0
true ; 1 ; 32 ; 1081100.0 ; 30 ; 32 ; 1081100.0 ; 18 ; 33 ; 557100.0
true ; 2 ; 32 ; 505300.0 ; 16 ; 35 ; 1843300.0 ; 32 ; 32 ; 505300.0
true ; 2 ; 32 ; 555800.0 ; 16 ; 36 ; 1466900.0 ; 32 ; 32 ; 555800.0
true ; 1 ; 23 ; 586500.0 ; 40 ; 23 ; 586500.0 ; 8 ; 24 ; 353500.0
true ; 1 ; 32 ; 1104000.0 ; 30 ; 32 ; 1104000.0 ; 18 ; 33 ; 568300.0
true ; 2 ; 40 ; 728500.0 ; 21 ; 39 ; 1191600.0 ; 27 ; 40 ; 728500.0
true ; 1 ; 23 ; 523000.0 ; 40 ; 23 ; 523000.0 ; 8 ; 24 ; 343200.0
true ; 2 ; 40 ; 723900.0 ; 21 ; 39 ; 1207900.0 ; 27 ; 40 ; 723900.0
true ; 2 ; 32 ; 573600.0 ; 16 ; 36 ; 1644600.0 ; 32 ; 32 ; 573600.0
true ; 2 ; 32 ; 522300.0 ; 16 ; 35 ; 1123600.0 ; 32 ; 32 ; 522300.0
true ; 1 ; 32 ; 1127700.0 ; 30 ; 32 ; 1127700.0 ; 18 ; 33 ; 555900.0
true ; 1 ; 23 ; 529600.0 ; 40 ; 23 ; 529600.0 ; 8 ; 24 ; 338300.0
true ; 2 ; 32 ; 525100.0 ; 16 ; 35 ; 1059300.0 ; 32 ; 32 ; 525100.0
true ; 2 ; 40 ; 647200.0 ; 21 ; 39 ; 1374700.0 ; 27 ; 40 ; 647200.0
true ; 2 ; 32 ; 533500.0 ; 16 ; 36 ; 1390800.0 ; 32 ; 32 ; 533500.0
