true ; 1 ; 31 ; 5400800.0 ; 25 ; 31 ; 5400800.0 ; 23 ; 30 ; 2792600.0
true ; 1 ; 31 ; 1138900.0 ; 25 ; 31 ; 1138900.0 ; 23 ; 30 ; 716900.0
true ; 2 ; 17 ; 389700.0 ; 23 ; 28 ; 5195300.0 ; 25 ; 17 ; 389700.0
true ; 2 ; 17 ; 413500.0 ; 23 ; 28 ; 1033500.0 ; 25 ; 17 ; 413500.0
true ; 1 ; 30 ; 1160200.0 ; 25 ; 30 ; 1160200.0 ; 23 ; 17 ; 445800.0
true ; 2 ; 28 ; 752500.0 ; 22 ; 14 ; 708500.0 ; 26 ; 28 ; 752500.0
true ; 2 ; 17 ; 381200.0 ; 23 ; 28 ; 868100.0 ; 25 ; 17 ; 381200.0
true ; 2 ; 26 ; 722300.0 ; 23 ; 15 ; 741800.0 ; 25 ; 26 ; 722300.0
true ; 1 ; 31 ; 1018300.0 ; 25 ; 31 ; 1018300.0 ; 23 ; 30 ; 823800.0
true ; 2 ; 17 ; 385200.0 ; 23 ; 28 ; 847900.0 ; 25 ; 17 ; 385200.0
true ; 1 ; 30 ; 976800.0 ; 25 ; 30 ; 976800.0 ; 23 ; 17 ; 397400.0
true ; 2 ; 28 ; 686800.0 ; 22 ; 14 ; 628400.0 ; 26 ; 28 ; 686800.0
true ; 2 ; 26 ; 704100.0 ; 23 ; 15 ; 738400.0 ; 25 ; 26 ; 704100.0
true ; 2 ; 17 ; 379200.0 ; 23 ; 28 ; 914300.0 ; 25 ; 17 ; 379200.0
true ; 2 ; 28 ; 778700.0 ; 22 ; 14 ; 655600.0 ; 26 ; 28 ; 778700.0
true ; 1 ; 30 ; 984800.0 ; 25 ; 30 ; 984800.0 ; 23 ; 17 ; 396000.0
true ; 2 ; 26 ; 693600.0 ; 23 ; 15 ; 730500.0 ; 25 ; 26 ; 693600.0
true ; 2 ; 31 ; 717000.0 ; 19 ; 28 ; 1035500.0 ; 29 ; 31 ; 717000.0
true ; 2 ; 31 ; 714600.0 ; 19 ; 28 ; 1034600.0 ; 29 ; 31 ; 714600.0
true ; 1 ; 30 ; 1373600.0 ; 25 ; 30 ; 1373600.0 ; 23 ; 17 ; 390400.0
true ; 2 ; 31 ; 716500.0 ; 19 ; 28 ; 1033000.0 ; 29 ; 31 ; 716500.0
true ; 2 ; 28 ; 707800.0 ; 22 ; 14 ; 638000.0 ; 26 ; 28 ; 707800.0
true ; 2 ; 26 ; 787400.0 ; 23 ; 15 ; 847400.0 ; 25 ; 26 ; 787400.0
true ; 2 ; 28 ; 747200.0 ; 22 ; 14 ; 716100.0 ; 26 ; 28 ; 747200.0
true ; 2 ; 26 ; 710200.0 ; 23 ; 15 ; 738400.0 ; 25 ; 26 ; 710200.0
true ; 1 ; 30 ; 956000.0 ; 25 ; 30 ; 956000.0 ; 23 ; 17 ; 385300.0
true ; 2 ; 17 ; 383900.0 ; 23 ; 28 ; 849100.0 ; 25 ; 17 ; 383900.0
true ; 1 ; 31 ; 1022000.0 ; 25 ; 31 ; 1022000.0 ; 23 ; 30 ; 686500.0
true ; 1 ; 31 ; 1018000.0 ; 25 ; 31 ; 1018000.0 ; 23 ; 30 ; 676500.0
true ; 1 ; 30 ; 971400.0 ; 25 ; 30 ; 971400.0 ; 23 ; 17 ; 387200.0
true ; 1 ; 30 ; 1143200.0 ; 25 ; 30 ; 1143200.0 ; 23 ; 17 ; 392800.0
true ; 2 ; 31 ; 734200.0 ; 19 ; 28 ; 1035000.0 ; 29 ; 31 ; 734200.0
true ; 2 ; 31 ; 719800.0 ; 19 ; 28 ; 1035900.0 ; 29 ; 31 ; 719800.0
true ; 1 ; 31 ; 1016900.0 ; 25 ; 31 ; 1016900.0 ; 23 ; 30 ; 689600.0
true ; 2 ; 26 ; 708800.0 ; 23 ; 15 ; 738300.0 ; 25 ; 26 ; 708800.0
true ; 2 ; 17 ; 399700.0 ; 23 ; 28 ; 1056200.0 ; 25 ; 17 ; 399700.0
true ; 2 ; 31 ; 3464500.0 ; 19 ; 28 ; 1036600.0 ; 29 ; 31 ; 3464500.0
true ; 1 ; 30 ; 961500.0 ; 25 ; 30 ; 961500.0 ; 23 ; 17 ; 497400.0
true ; 2 ; 28 ; 683700.0 ; 22 ; 14 ; 628700.0 ; 26 ; 28 ; 683700.0
true ; 1 ; 31 ; 1135500.0 ; 25 ; 31 ; 1135500.0 ; 23 ; 30 ; 742000.0
true ; 2 ; 26 ; 736600.0 ; 23 ; 15 ; 790800.0 ; 25 ; 26 ; 736600.0
true ; 1 ; 31 ; 1021700.0 ; 25 ; 31 ; 1021700.0 ; 23 ; 30 ; 677200.0
true ; 2 ; 28 ; 687900.0 ; 22 ; 14 ; 630100.0 ; 26 ; 28 ; 687900.0
true ; 2 ; 26 ; 710100.0 ; 23 ; 15 ; 745300.0 ; 25 ; 26 ; 710100.0
true ; 1 ; 31 ; 1009500.0 ; 25 ; 31 ; 1009500.0 ; 23 ; 30 ; 677600.0
true ; 2 ; 31 ; 711500.0 ; 19 ; 28 ; 1022400.0 ; 29 ; 31 ; 711500.0
true ; 1 ; 31 ; 1030500.0 ; 25 ; 31 ; 1030500.0 ; 23 ; 30 ; 736700.0
true ; 2 ; 26 ; 714500.0 ; 23 ; 15 ; 740100.0 ; 25 ; 26 ; 714500.0
true ; 2 ; 17 ; 389900.0 ; 23 ; 28 ; 870300.0 ; 25 ; 17 ; 389900.0
true ; 1 ; 30 ; 970300.0 ; 25 ; 30 ; 970300.0 ; 23 ; 17 ; 382900.0
true ; 1 ; 30 ; 965100.0 ; 25 ; 30 ; 965100.0 ; 23 ; 17 ; 385100.0
true ; 1 ; 31 ; 5609400.0 ; 25 ; 31 ; 5609400.0 ; 23 ; 30 ; 728900.0
