
true ; 2 ; 22 ; 6054900.0
true ; 2 ; 13 ; 1669000.0
true ; 2 ; 22 ; 1567600.0
true ; 2 ; 17 ; 1437000.0
true ; 2 ; 22 ; 1617800.0
true ; 2 ; 17 ; 1214600.0
true ; 2 ; 21 ; 802800.0
true ; 2 ; 22 ; 847400.0
true ; 1 ; 16 ; 767600.0
true ; 2 ; 22 ; 803800.0
true ; 1 ; 16 ; 710300.0
true ; 1 ; 16 ; 900500.0
true ; 2 ; 17 ; 1132300.0
true ; 2 ; 22 ; 1223300.0
true ; 2 ; 22 ; 1049700.0
true ; 2 ; 13 ; 934000.0
true ; 2 ; 21 ; 739300.0
true ; 2 ; 13 ; 634400.0
true ; 2 ; 22 ; 1093100.0
true ; 2 ; 22 ; 923300.0
true ; 2 ; 22 ; 913000.0
true ; 2 ; 17 ; 820500.0
true ; 2 ; 17 ; 814900.0
true ; 2 ; 22 ; 1061900.0
true ; 1 ; 16 ; 642500.0
true ; 2 ; 21 ; 697300.0
true ; 2 ; 13 ; 711000.0
true ; 2 ; 21 ; 667700.0
true ; 2 ; 22 ; 715000.0
true ; 2 ; 21 ; 702600.0
true ; 2 ; 21 ; 685500.0
true ; 2 ; 17 ; 827100.0
true ; 2 ; 22 ; 990700.0
true ; 2 ; 17 ; 845600.0
true ; 1 ; 16 ; 690000.0
true ; 1 ; 16 ; 658300.0
true ; 2 ; 22 ; 897600.0
true ; 2 ; 22 ; 753400.0
true ; 1 ; 16 ; 661400.0
true ; 2 ; 13 ; 602700.0
true ; 2 ; 21 ; 679200.0
true ; 1 ; 16 ; 709900.0
true ; 2 ; 13 ; 666700.0
true ; 2 ; 22 ; 912200.0
true ; 2 ; 17 ; 4880600.0
true ; 2 ; 22 ; 754900.0
true ; 2 ; 21 ; 692200.0
true ; 2 ; 22 ; 922900.0
true ; 2 ; 21 ; 682800.0
true ; 2 ; 21 ; 680300.0
true ; 2 ; 17 ; 832000.0
true ; 2 ; 22 ; 760700.0
true ; 2 ; 21 ; 679300.0
true ; 2 ; 17 ; 834900.0
true ; 1 ; 16 ; 656600.0
true ; 2 ; 22 ; 759500.0
true ; 2 ; 21 ; 678100.0
true ; 2 ; 17 ; 992300.0
true ; 2 ; 17 ; 845000.0
true ; 2 ; 22 ; 1177600.0
true ; 2 ; 13 ; 619400.0
true ; 1 ; 16 ; 709100.0
true ; 2 ; 17 ; 865800.0
true ; 2 ; 13 ; 668900.0
true ; 2 ; 22 ; 912100.0
true ; 2 ; 13 ; 624700.0
true ; 2 ; 22 ; 748800.0
true ; 2 ; 21 ; 681500.0
true ; 2 ; 22 ; 763700.0
true ; 2 ; 17 ; 826800.0
true ; 2 ; 17 ; 818000.0
true ; 2 ; 13 ; 605600.0
true ; 2 ; 22 ; 1026200.0
true ; 2 ; 22 ; 790300.0
true ; 2 ; 13 ; 615500.0
true ; 1 ; 16 ; 637700.0
true ; 2 ; 21 ; 710300.0
true ; 1 ; 16 ; 646300.0
true ; 2 ; 21 ; 672500.0
true ; 2 ; 13 ; 610300.0
true ; 2 ; 21 ; 672100.0
true ; 2 ; 22 ; 757800.0
true ; 2 ; 21 ; 682800.0
true ; 1 ; 16 ; 635400.0
true ; 2 ; 21 ; 691400.0
true ; 2 ; 21 ; 678100.0
true ; 2 ; 22 ; 741900.0
true ; 2 ; 13 ; 662700.0
true ; 2 ; 22 ; 746400.0
true ; 2 ; 22 ; 737400.0
true ; 2 ; 22 ; 919300.0
true ; 2 ; 13 ; 707100.0
true ; 2 ; 13 ; 634300.0
true ; 2 ; 17 ; 813000.0
true ; 2 ; 22 ; 925900.0
true ; 1 ; 16 ; 635200.0
true ; 2 ; 13 ; 616100.0
true ; 2 ; 22 ; 768500.0
true ; 2 ; 22 ; 929600.0
true ; 2 ; 22 ; 1514000.0
true ; 2 ; 17 ; 827900.0
true ; 2 ; 17 ; 818600.0
true ; 1 ; 16 ; 644800.0
true ; 1 ; 16 ; 672500.0
true ; 2 ; 17 ; 837900.0
true ; 2 ; 22 ; 770800.0
true ; 2 ; 17 ; 831500.0
true ; 2 ; 21 ; 678000.0
true ; 2 ; 17 ; 823800.0
true ; 1 ; 16 ; 671700.0
true ; 2 ; 17 ; 818200.0
true ; 2 ; 13 ; 616100.0
true ; 2 ; 13 ; 617400.0
true ; 2 ; 13 ; 618800.0
true ; 2 ; 22 ; 911600.0
true ; 1 ; 16 ; 634400.0
true ; 2 ; 17 ; 847300.0
true ; 2 ; 13 ; 623700.0
true ; 2 ; 22 ; 753400.0
true ; 2 ; 17 ; 831200.0
true ; 2 ; 13 ; 624500.0
true ; 2 ; 22 ; 945100.0
true ; 2 ; 17 ; 830900.0
true ; 2 ; 21 ; 690400.0
true ; 1 ; 16 ; 647000.0
true ; 2 ; 22 ; 785200.0
true ; 2 ; 22 ; 1523700.0
true ; 2 ; 22 ; 752400.0
true ; 2 ; 22 ; 904800.0
true ; 1 ; 16 ; 658200.0
true ; 2 ; 17 ; 846000.0
true ; 2 ; 22 ; 746900.0
true ; 2 ; 13 ; 615300.0
true ; 2 ; 21 ; 675100.0
true ; 2 ; 17 ; 868200.0
true ; 2 ; 21 ; 688300.0
true ; 2 ; 22 ; 912700.0
true ; 2 ; 21 ; 670800.0
true ; 1 ; 16 ; 749900.0
true ; 2 ; 22 ; 1498000.0
true ; 2 ; 17 ; 814300.0
true ; 1 ; 16 ; 646000.0
true ; 2 ; 22 ; 755100.0
