true ; 1 ; 16 ; 2677298.0
true ; 2 ; 22 ; 2254000.0
true ; 2 ; 21 ; 1468098.0
true ; 2 ; 17 ; 1328205.0
true ; 1 ; 16 ; 690402.0
true ; 2 ; 17 ; 1419000.0
true ; 2 ; 22 ; 907103.0
true ; 2 ; 22 ; 761993.0
true ; 2 ; 13 ; 610701.0
true ; 2 ; 17 ; 814401.0
true ; 2 ; 13 ; 615397.0
true ; 2 ; 22 ; 945003.0
true ; 1 ; 16 ; 785597.0
true ; 2 ; 22 ; 906004.0
true ; 1 ; 16 ; 632397.0
true ; 2 ; 22 ; 5682200.0
true ; 2 ; 17 ; 1100301.0
true ; 2 ; 13 ; 740103.0
true ; 2 ; 21 ; 818897.0
true ; 1 ; 16 ; 699198.0
true ; 2 ; 22 ; 917100.0
true ; 2 ; 17 ; 829899.0
true ; 2 ; 22 ; 912699.0
true ; 2 ; 22 ; 737097.0
true ; 2 ; 13 ; 610299.0
true ; 2 ; 22 ; 901495.0
true ; 2 ; 22 ; 750496.0
true ; 1 ; 16 ; 633401.0
true ; 2 ; 17 ; 813497.0
true ; 2 ; 13 ; 678400.0
true ; 2 ; 22 ; 759697.0
true ; 2 ; 22 ; 946800.0
true ; 1 ; 16 ; 676802.0
true ; 2 ; 22 ; 1144594.0
true ; 2 ; 22 ; 901700.0
true ; 2 ; 22 ; 908003.0
true ; 1 ; 16 ; 635001.0
true ; 2 ; 13 ; 617997.0
true ; 2 ; 13 ; 622496.0
true ; 1 ; 16 ; 633102.0
true ; 1 ; 16 ; 636603.0
true ; 2 ; 13 ; 606601.0
true ; 2 ; 22 ; 799501.0
true ; 2 ; 13 ; 606400.0
true ; 2 ; 13 ; 621293.0
true ; 1 ; 16 ; 631599.0
true ; 2 ; 13 ; 628298.0
true ; 2 ; 21 ; 818897.0
true ; 2 ; 17 ; 994905.0
true ; 2 ; 21 ; 668497.0
true ; 2 ; 22 ; 751601.0
true ; 1 ; 16 ; 633696.0
true ; 2 ; 13 ; 602206.0
true ; 2 ; 21 ; 666500.0
true ; 2 ; 13 ; 603799.0
true ; 1 ; 16 ; 631601.0
true ; 1 ; 16 ; 847101.0
true ; 2 ; 21 ; 731001.0
true ; 2 ; 22 ; 804898.0
true ; 2 ; 22 ; 750601.0
true ; 2 ; 17 ; 809702.0
true ; 2 ; 13 ; 614002.0
true ; 1 ; 16 ; 648304.0
true ; 2 ; 17 ; 991801.0
true ; 2 ; 17 ; 915398.0
true ; 2 ; 13 ; 613498.0
true ; 1 ; 16 ; 628399.0
true ; 2 ; 17 ; 812899.0
true ; 1 ; 16 ; 596402.0
true ; 2 ; 22 ; 5002594.0
true ; 2 ; 13 ; 609599.0
true ; 1 ; 16 ; 685501.0
true ; 2 ; 17 ; 811899.0
true ; 1 ; 16 ; 632000.0
true ; 1 ; 16 ; 630898.0
true ; 1 ; 16 ; 630497.0
true ; 2 ; 22 ; 738003.0
true ; 2 ; 13 ; 638402.0
true ; 2 ; 13 ; 736404.0
true ; 2 ; 22 ; 868103.0
true ; 2 ; 22 ; 737807.0
true ; 2 ; 21 ; 670901.0
true ; 2 ; 13 ; 616403.0
true ; 2 ; 22 ; 735697.0
true ; 2 ; 21 ; 769099.0
true ; 1 ; 16 ; 635298.0
true ; 2 ; 13 ; 608301.0
true ; 2 ; 22 ; 742296.0
true ; 2 ; 22 ; 902098.0
true ; 2 ; 13 ; 608400.0
true ; 2 ; 22 ; 908601.0
true ; 2 ; 22 ; 909997.0
true ; 2 ; 17 ; 837304.0
true ; 2 ; 22 ; 1042601.0
true ; 2 ; 21 ; 720199.0
true ; 1 ; 16 ; 651797.0
true ; 2 ; 17 ; 775199.0
true ; 2 ; 22 ; 937395.0
true ; 1 ; 16 ; 639797.0
true ; 2 ; 17 ; 758699.0
true ; 2 ; 13 ; 612701.0
true ; 2 ; 13 ; 620699.0
true ; 2 ; 22 ; 935905.0
true ; 2 ; 13 ; 615297.0
true ; 2 ; 22 ; 754903.0
true ; 2 ; 22 ; 751505.0
true ; 2 ; 13 ; 621499.0
true ; 2 ; 22 ; 912999.0
true ; 2 ; 22 ; 745702.0
true ; 2 ; 21 ; 664399.0
true ; 2 ; 22 ; 808300.0
true ; 2 ; 17 ; 828198.0
true ; 2 ; 13 ; 612299.0
true ; 2 ; 21 ; 681805.0
true ; 2 ; 21 ; 677396.0
true ; 1 ; 16 ; 633199.0
true ; 1 ; 16 ; 630799.0
true ; 1 ; 16 ; 635400.0
true ; 1 ; 16 ; 637499.0
true ; 1 ; 16 ; 634000.0
true ; 1 ; 16 ; 1356099.0
true ; 2 ; 17 ; 821900.0
true ; 2 ; 22 ; 898203.0
true ; 2 ; 13 ; 651401.0
true ; 1 ; 16 ; 633600.0
true ; 2 ; 22 ; 904697.0
true ; 2 ; 13 ; 617002.0
true ; 2 ; 22 ; 747696.0
true ; 2 ; 13 ; 607697.0
